00012944	_derivationally_related_form	01219306
00012944	_hypernym	00010435
00013160	_also_see	01834304
00013160	_also_see	01932973
00013160	_derivationally_related_form	04759849
00013172	_derivationally_related_form	00074790
00013172	_derivationally_related_form	09879744
00013172	_hypernym	00010435
00013328	_derivationally_related_form	00041188
00013328	_derivationally_related_form	03964744
00013328	_hypernym	00010435
00013615	_derivationally_related_form	07014029
00013615	_hypernym	00010435
00013615	_verb_group	00010435
00013615	_verb_group	01719302
00013858	_derivationally_related_form	10098092
00013858	_hypernym	00010435
00013887	_derivationally_related_form	02715279
00013887	_derivationally_related_form	05115040
00014034	_derivationally_related_form	00867983
00014034	_derivationally_related_form	14004572
00014201	_derivationally_related_form	00348801
00014201	_derivationally_related_form	00867983
00014201	_hypernym	00010054
00014405	_derivationally_related_form	10524973
00014405	_hypernym	01547390
00014549	_derivationally_related_form	00165942
00014549	_derivationally_related_form	10484526
00014549	_derivationally_related_form	14004317
00014742	_also_see	00015806
00014742	_also_see	01177314
00014742	_also_see	01177505
00014742	_derivationally_related_form	05681117
00014742	_derivationally_related_form	10610465
00014742	_derivationally_related_form	14024882
00014742	_derivationally_related_form	15273626
00014742	_derivationally_related_form	15273955
00014742	_hypernym	00014405
00015163	_hypernym	00014742
00015303	_also_see	00017282
00015303	_derivationally_related_form	00858377
00015303	_derivationally_related_form	00858849
00015303	_hypernym	00015498
00015388	_derivationally_related_form	01617192
00015388	_derivationally_related_form	01680756
00015388	_has_part	05538625
00015388	_has_part	05601198
00015388	_hypernym	00004475
00015498	_derivationally_related_form	00858377
00015498	_derivationally_related_form	15273626
00015498	_hypernym	00014742
00015806	_hypernym	00014742
00015946	_hypernym	00014742
00016183	_derivationally_related_form	14014162
00016183	_hypernym	00014742
00016380	_also_see	00017282
00016380	_derivationally_related_form	00858849
00016380	_hypernym	00014405
00016756	_also_see	00106456
00016756	_derivationally_related_form	05116953
00016855	_hypernym	00017282
00017031	_derivationally_related_form	00835976
00017031	_hypernym	00001740
00017222	_derivationally_related_form	01567275
00017222	_derivationally_related_form	11531090
00017222	_has_part	13086908
00017222	_hypernym	00004475
00017222	_synset_domain_topic_of	06066555
00017531	_hypernym	00017865
00017674	_derivationally_related_form	10026976
00017674	_hypernym	00017531
00018158	_derivationally_related_form	00324384
00018158	_derivationally_related_form	10532576
00018526	_derivationally_related_form	01259773
00018526	_derivationally_related_form	05678745
00018526	_derivationally_related_form	10763878
00018526	_hypernym	00146138
00018813	_derivationally_related_form	01259773
00018813	_derivationally_related_form	05678745
00018813	_derivationally_related_form	10763985
00018813	_hypernym	00126264
00019128	_hypernym	00003553
00019131	_also_see	00604617
00019131	_derivationally_related_form	02007417
00019182	_hypernym	00018813
00019448	_hypernym	00126264
00019613	_derivationally_related_form	00625393
00019613	_hypernym	00020827
00019792	_derivationally_related_form	09821253
00019792	_hypernym	00019448
00020090	_hypernym	00020827
00020671	_derivationally_related_form	10195261
00020671	_derivationally_related_form	11176932
00020671	_derivationally_related_form	14026592
00020671	_hypernym	00022316
00020827	_hypernym	00001930
00020926	_derivationally_related_form	07491286
00020926	_hypernym	00020671
00021065	_derivationally_related_form	02710766
00021065	_derivationally_related_form	03041491
00021065	_hypernym	00084738
00021265	_derivationally_related_form	01204191
00021265	_has_part	07555863
00021265	_hypernym	00020090
00021554	_derivationally_related_form	03299929
00021679	_derivationally_related_form	03060294
00021679	_hypernym	00021065
00021766	_also_see	00631391
00021766	_also_see	00914421
00021766	_also_see	01837744
00021826	_derivationally_related_form	03022406
00021826	_hypernym	00021065
00021939	_hypernym	00003553
00021997	_hypernym	00021065
00021997	_synset_domain_topic_of	00671351
00022099	_hypernym	00018813
00022316	_derivationally_related_form	00695300
00022316	_derivationally_related_form	04470232
00022316	_derivationally_related_form	04903813
00022316	_hypernym	00019448
00022686	_derivationally_related_form	01046984
00022686	_derivationally_related_form	02309341
00022686	_derivationally_related_form	02888133
00022686	_derivationally_related_form	04320126
00022686	_derivationally_related_form	04836683
00022686	_derivationally_related_form	05035961
00022686	_derivationally_related_form	10056103
00022686	_derivationally_related_form	11452218
00022686	_derivationally_related_form	14050143
00022686	_hypernym	00019448
00022903	_hypernym	00021939
00023100	_hypernym	00002137
00023271	_hypernym	00023100
00023380	_hypernym	00022686
00023383	_also_see	00632438
00023473	_derivationally_related_form	03930777
00023473	_hypernym	00092690
00023646	_derivationally_related_form	07478318
00023646	_hypernym	00023868
00023773	_derivationally_related_form	01649999
00023773	_derivationally_related_form	02766328
00023773	_hypernym	00023100
00024047	_hypernym	00146138
00024047	_verb_group	00024279
00024264	_hypernym	00002137
00024279	_derivationally_related_form	01048466
00024279	_derivationally_related_form	09402704
00024279	_verb_group	00024047
00024649	_also_see	00024814
00024649	_hypernym	00126264
00024720	_hypernym	00024264
00024814	_derivationally_related_form	00401783
00024814	_hypernym	00109660
00025034	_derivationally_related_form	00255214
00025034	_derivationally_related_form	00255710
00025034	_hypernym	00024814
00025203	_derivationally_related_form	14544335
00025203	_hypernym	00019448
00025654	_derivationally_related_form	04072811
00025654	_derivationally_related_form	07515974
00025654	_derivationally_related_form	09407043
00025654	_hypernym	00019448
00025728	_derivationally_related_form	05039709
00025728	_derivationally_related_form	14712036
00025728	_synset_domain_topic_of	06084469
00025985	_hypernym	00025654
00026153	_derivationally_related_form	14544335
00026153	_hypernym	00146138
00026192	_derivationally_related_form	01771535
00026192	_hypernym	00024720
00026385	_derivationally_related_form	01064148
00026385	_hypernym	00146138
00026734	_derivationally_related_form	01065057
00026734	_hypernym	00026385
00026941	_hypernym	00026385
00027064	_derivationally_related_form	01144716
00027064	_hypernym	00099721
00027167	_derivationally_related_form	00413876
00027167	_derivationally_related_form	02286204
00027167	_derivationally_related_form	02333689
00027167	_derivationally_related_form	02694933
00027268	_derivationally_related_form	00628692
00027268	_derivationally_related_form	05294606
00027268	_hypernym	00025203
00027705	_derivationally_related_form	00944449
00027705	_derivationally_related_form	05294606
00027705	_hypernym	00992041
00027807	_hypernym	00024264
00028010	_hypernym	00027705
00028270	_hypernym	00024264
00028362	_derivationally_related_form	01048466
00028362	_derivationally_related_form	09402704
00028565	_derivationally_related_form	05601357
00028565	_derivationally_related_form	06878071
00028565	_derivationally_related_form	10614363
00028565	_hypernym	00034288
00028651	_hypernym	00024264
00029025	_derivationally_related_form	06878071
00029025	_derivationally_related_form	10147262
00029025	_hypernym	00028565
00029336	_derivationally_related_form	06878580
00029336	_hypernym	00028565
00029378	_hypernym	00023100
00029677	_hypernym	00001930
00029836	_derivationally_related_form	06778925
00029836	_derivationally_related_form	07121361
00029836	_derivationally_related_form	07126734
00029836	_hypernym	00031820
00030010	_hypernym	00031820
00030142	_hypernym	00031820
00030358	_derivationally_related_form	01643657
00030358	_derivationally_related_form	01649999
00030358	_derivationally_related_form	02367363
00030358	_hypernym	00029378
00030647	_derivationally_related_form	14066203
00030647	_derivationally_related_form	14066492
00030647	_hypernym	00065639
00031264	_derivationally_related_form	00656576
00031264	_derivationally_related_form	01089878
00031264	_hypernym	00002137
00031540	_hypernym	00031820
00031663	_derivationally_related_form	07127563
00031663	_hypernym	00031820
00031820	_also_see	00802136
00031820	_also_see	00851933
00031820	_derivationally_related_form	06778102
00031820	_derivationally_related_form	07127006
00031820	_derivationally_related_form	10248876
00031820	_hypernym	01802494
00031921	_derivationally_related_form	00713167
00031921	_derivationally_related_form	02724417
00031921	_derivationally_related_form	13780719
00031921	_derivationally_related_form	13812607
00031921	_derivationally_related_form	13928388
00031921	_hypernym	00002137
00032539	_derivationally_related_form	06716483
00032539	_derivationally_related_form	10616379
00032539	_hypernym	00028565
00032539	_verb_group	00032778
00032613	_hypernym	00031921
00032778	_derivationally_related_form	06716483
00032778	_derivationally_related_form	10616379
00032778	_hypernym	00943837
00032778	_verb_group	00032539
00032823	_hypernym	00031921
00032981	_derivationally_related_form	00878797
00032981	_derivationally_related_form	06877849
00033020	_derivationally_related_form	00740577
00033020	_derivationally_related_form	00742320
00033020	_derivationally_related_form	00760402
00033020	_derivationally_related_form	01070102
00033020	_derivationally_related_form	02231661
00033574	_also_see	00875712
00033574	_derivationally_related_form	04635631
00033599	_derivationally_related_form	04674715
00033599	_derivationally_related_form	04679738
00033599	_hypernym	02604760
00033615	_derivationally_related_form	00489837
00033615	_derivationally_related_form	00647094
00033615	_derivationally_related_form	00681429
00033615	_derivationally_related_form	02645007
00033615	_hypernym	00002137
00033852	_derivationally_related_form	06877849
00033852	_hypernym	00032981
00034115	_derivationally_related_form	06691989
00034115	_derivationally_related_form	09926088
00034115	_hypernym	00992041
00034213	_hypernym	00029677
00034288	_derivationally_related_form	06877578
00034288	_hypernym	00740577
00034574	_derivationally_related_form	01372049
00034574	_hypernym	00037396
00034758	_derivationally_related_form	06877742
00034758	_derivationally_related_form	10627899
00034758	_hypernym	00034288
00034948	_derivationally_related_form	00835501
00034948	_hypernym	00104868
00035189	_derivationally_related_form	01640855
00035189	_derivationally_related_form	02526085
00035189	_hypernym	00037396
00035603	_derivationally_related_form	00255214
00035603	_derivationally_related_form	09843602
00035603	_hypernym	00035758
00035697	_hypernym	00428000
00035758	_derivationally_related_form	00251013
00035758	_derivationally_related_form	03040587
00035758	_hypernym	00040353
00036178	_derivationally_related_form	00255710
00036178	_hypernym	00035758
00036178	_verb_group	00036362
00036362	_also_see	00025034
00036362	_derivationally_related_form	00255710
00036362	_hypernym	00035758
00036362	_verb_group	00036178
00036580	_hypernym	00035189
00036762	_hypernym	00035189
00036780	_derivationally_related_form	00251780
00036780	_hypernym	00036362
00036932	_derivationally_related_form	04253437
00036932	_derivationally_related_form	09439213
00036932	_hypernym	00035758
00037298	_hypernym	00040353
00037396	_derivationally_related_form	02367363
00037396	_hypernym	00030358
00037457	_derivationally_related_form	13440063
00037457	_derivationally_related_form	14006945
00037457	_synset_domain_topic_of	06060845
00037514	_derivationally_related_form	00254597
00037514	_derivationally_related_form	03177165
00037514	_hypernym	00173338
00037919	_derivationally_related_form	00257770
00037919	_derivationally_related_form	00427853
00037919	_derivationally_related_form	02807731
00037919	_derivationally_related_form	02808440
00037919	_derivationally_related_form	09843602
00037919	_hypernym	00035758
00038262	_hypernym	00037396
00038365	_derivationally_related_form	00256961
00038365	_derivationally_related_form	01244593
00038365	_derivationally_related_form	03074855
00038365	_derivationally_related_form	03075097
00038365	_hypernym	00040353
00038573	_hypernym	00038262
00038687	_derivationally_related_form	04947628
00038687	_hypernym	00038365
00038750	_derivationally_related_form	04635104
00038750	_derivationally_related_form	09764900
00038750	_derivationally_related_form	14006945
00038849	_derivationally_related_form	05256862
00038849	_derivationally_related_form	07938773
00038849	_hypernym	00040353
00038849	_verb_group	00045639
00039021	_derivationally_related_form	02376958
00039121	_derivationally_related_form	05259109
00039121	_hypernym	00038849
00039297	_derivationally_related_form	00743344
00039297	_hypernym	00039021
00039488	_derivationally_related_form	05259240
00039488	_hypernym	00038849
00039592	_derivationally_related_form	04635631
00039592	_derivationally_related_form	04636397
00039950	_derivationally_related_form	03794136
00039950	_hypernym	00040353
00040152	_derivationally_related_form	02257370
00040152	_derivationally_related_form	02372326
00040152	_hypernym	00039021
00040188	_derivationally_related_form	00256961
00040325	_derivationally_related_form	13518963
00040325	_synset_domain_topic_of	09470550
00040353	_derivationally_related_form	00828237
00040353	_hypernym	00293141
00040685	_derivationally_related_form	14010148
00040804	_hypernym	00040152
00040928	_derivationally_related_form	03714235
00040928	_hypernym	00040353
00040962	_derivationally_related_form	02458103
00040962	_derivationally_related_form	13928668
00040962	_hypernym	00040804
00041188	_derivationally_related_form	00013328
00041188	_derivationally_related_form	01072949
00041188	_derivationally_related_form	01079480
00041188	_derivationally_related_form	02418421
00041188	_derivationally_related_form	02418686
00041188	_hypernym	00037396
00041899	_derivationally_related_form	00094460
00041899	_derivationally_related_form	02208265
00041899	_derivationally_related_form	02210855
00041899	_hypernym	00030358
00042311	_derivationally_related_form	00770437
00042311	_derivationally_related_form	01645601
00042311	_hypernym	00030358
00042457	_derivationally_related_form	14006945
00042541	_derivationally_related_form	00056930
00042541	_hypernym	00030358
00042757	_derivationally_related_form	01848718
00042757	_derivationally_related_form	02008396
00042757	_derivationally_related_form	02014165
00042757	_hypernym	00030358
00043116	_hypernym	00036762
00043195	_derivationally_related_form	00598954
00043195	_derivationally_related_form	00721437
00043195	_derivationally_related_form	01637982
00043195	_derivationally_related_form	02128066
00043195	_derivationally_related_form	02154508
00043195	_derivationally_related_form	02248465
00043195	_derivationally_related_form	02285629
00043195	_derivationally_related_form	02286687
00043195	_hypernym	00030358
00043411	_derivationally_related_form	13518963
00043411	_derivationally_related_form	14006945
00043411	_synset_domain_topic_of	06095022
00043480	_derivationally_related_form	03916031
00043480	_derivationally_related_form	03916470
00043480	_derivationally_related_form	05714466
00043609	_derivationally_related_form	02222318
00043609	_hypernym	00030358
00043683	_derivationally_related_form	00828559
00043683	_derivationally_related_form	02728440
00043683	_hypernym	00044149
00043683	_verb_group	00046534
00043765	_derivationally_related_form	01644746
00043765	_derivationally_related_form	13954818
00043902	_derivationally_related_form	01111816
00043902	_derivationally_related_form	01405044
00043902	_hypernym	00036762
00043912	_hypernym	00044149
00044037	_hypernym	00044149
00044149	_derivationally_related_form	02756098
00044149	_derivationally_related_form	03859958
00044149	_derivationally_related_form	04092168
00044149	_hypernym	00046534
00044149	_verb_group	00044797
00044149	_verb_group	00051761
00044150	_derivationally_related_form	01642924
00044150	_derivationally_related_form	02408965
00044353	_derivationally_related_form	14481929
00044353	_derivationally_related_form	14482620
00044455	_derivationally_related_form	00423971
00044455	_derivationally_related_form	00528990
00044455	_hypernym	00030358
00044673	_derivationally_related_form	00417001
00044673	_derivationally_related_form	01115411
00044673	_hypernym	00030358
00044797	_derivationally_related_form	02756098
00044797	_derivationally_related_form	10033225
00044797	_hypernym	00046534
00044797	_verb_group	00044149
00044797	_verb_group	00046534
00044900	_derivationally_related_form	02457058
00044900	_hypernym	00030358
00045064	_hypernym	00044149
00045114	_hypernym	00030358
00045240	_hypernym	00044149
00045250	_derivationally_related_form	01643657
00045250	_derivationally_related_form	01649999
00045250	_hypernym	00030358
00045639	_derivationally_related_form	10644301
00045639	_hypernym	00293141
00045639	_verb_group	00038849
00045646	_derivationally_related_form	01097960
00045646	_derivationally_related_form	01381549
00045646	_hypernym	00036762
00045817	_derivationally_related_form	13547513
00045817	_hypernym	00146138
00045907	_derivationally_related_form	02247977
00045907	_hypernym	00030358
00046022	_hypernym	00045817
00046109	_derivationally_related_form	00150287
00046109	_derivationally_related_form	00299580
00046151	_derivationally_related_form	10117739
00046151	_hypernym	00146138
00046177	_hypernym	00030358
00046344	_derivationally_related_form	01713348
00046344	_hypernym	00036762
00046522	_derivationally_related_form	01206218
00046522	_derivationally_related_form	01206849
00046522	_hypernym	00030358
00046534	_also_see	00044149
00046534	_derivationally_related_form	00828237
00046534	_derivationally_related_form	02728440
00046534	_derivationally_related_form	10033082
00046534	_hypernym	00109660
00046534	_verb_group	00043683
00046534	_verb_group	00044797
00046534	_verb_group	00047945
00047018	_hypernym	00036762
00047172	_derivationally_related_form	03497657
00047172	_hypernym	00050652
00047317	_derivationally_related_form	00795008
00047317	_hypernym	00050652
00047745	_derivationally_related_form	00830257
00047745	_derivationally_related_form	02539359
00047745	_derivationally_related_form	03051540
00047745	_hypernym	00035189
00047745	_hypernym	02630189
00047945	_derivationally_related_form	00828237
00047945	_derivationally_related_form	02728440
00047945	_derivationally_related_form	02742322
00047945	_derivationally_related_form	02756098
00047945	_derivationally_related_form	03051540
00047945	_derivationally_related_form	03419014
00047945	_derivationally_related_form	10033082
00047945	_hypernym	00146138
00047945	_verb_group	00046534
00048129	_derivationally_related_form	00640828
00048129	_derivationally_related_form	00949288
00048129	_derivationally_related_form	02679788
00048225	_derivationally_related_form	02022162
00048374	_derivationally_related_form	02005948
00048374	_hypernym	00037396
00048633	_hypernym	00047945
00048656	_derivationally_related_form	02006834
00048656	_derivationally_related_form	02020590
00048656	_hypernym	00048225
00048790	_hypernym	00047945
00048828	_derivationally_related_form	02005948
00048828	_hypernym	00048225
00048912	_derivationally_related_form	03236735
00048912	_hypernym	00047945
00049003	_derivationally_related_form	01720660
00049003	_derivationally_related_form	02016523
00049003	_hypernym	00048374
00049007	_derivationally_related_form	04197391
00049007	_hypernym	00047945
00049102	_hypernym	00047945
00049197	_hypernym	00047945
00049309	_hypernym	00047945
00049483	_hypernym	00047945
00049636	_derivationally_related_form	02018524
00049636	_hypernym	00049003
00049669	_derivationally_related_form	03112869
00049669	_hypernym	00047945
00049770	_derivationally_related_form	04199027
00049770	_hypernym	00047945
00049900	_derivationally_related_form	00531490
00049900	_derivationally_related_form	10664340
00049900	_hypernym	00179060
00049900	_verb_group	00177243
00050037	_derivationally_related_form	02471327
00050037	_derivationally_related_form	02471690
00050037	_hypernym	00049003
00050195	_derivationally_related_form	01721169
00050195	_hypernym	00048374
00050454	_hypernym	00049900
00050652	_derivationally_related_form	02539359
00050652	_derivationally_related_form	03051540
00050652	_hypernym	00046534
00050693	_derivationally_related_form	00003553
00050693	_derivationally_related_form	00426581
00050693	_derivationally_related_form	00528990
00050693	_derivationally_related_form	01990694
00050693	_derivationally_related_form	02625016
00050693	_hypernym	00050195
00051045	_also_see	02080577
00051045	_derivationally_related_form	04792357
00051060	_derivationally_related_form	04143897
00051060	_hypernym	00050652
00051170	_derivationally_related_form	04241249
00051170	_hypernym	00050652
00051511	_derivationally_related_form	03057021
00051511	_derivationally_related_form	03058603
00051511	_hypernym	00047945
00051525	_hypernym	00049003
00051712	_derivationally_related_form	01227235
00051712	_derivationally_related_form	01229071
00051712	_hypernym	00051525
00051761	_derivationally_related_form	03113835
00051761	_hypernym	00047945
00051761	_verb_group	00044149
00051942	_derivationally_related_form	09991026
00051942	_hypernym	00046534
00052043	_derivationally_related_form	03051540
00052043	_derivationally_related_form	03450516
00052043	_derivationally_related_form	04097866
00052043	_derivationally_related_form	04532106
00052043	_hypernym	00047945
00052146	_derivationally_related_form	01305731
00052146	_derivationally_related_form	02085742
00052146	_hypernym	00048374
00052334	_derivationally_related_form	01981436
00052334	_derivationally_related_form	02087156
00052334	_hypernym	00048374
00052374	_derivationally_related_form	02539359
00052374	_derivationally_related_form	03051540
00052500	_derivationally_related_form	01979901
00052500	_has_part	00281752
00052500	_hypernym	00048374
00052548	_derivationally_related_form	00845178
00052548	_derivationally_related_form	05404336
00052548	_derivationally_related_form	07436986
00052548	_hypernym	00126264
00052672	_derivationally_related_form	01356750
00052672	_derivationally_related_form	04935528
00052672	_derivationally_related_form	14702416
00052791	_hypernym	00305153
00052845	_derivationally_related_form	00919877
00052845	_hypernym	00052548
00052845	_verb_group	01308681
00053097	_derivationally_related_form	00613683
00053097	_derivationally_related_form	02009433
00053097	_derivationally_related_form	02014165
00053097	_derivationally_related_form	02015598
00053097	_derivationally_related_form	02030158
00053097	_hypernym	00042757
00053159	_hypernym	00052548
00053159	_verb_group	00053341
00053341	_derivationally_related_form	07436986
00053341	_hypernym	00052548
00053341	_verb_group	00053159
00053609	_derivationally_related_form	00426958
00053609	_hypernym	00042757
00053656	_derivationally_related_form	07437575
00053656	_hypernym	00052548
00053889	_derivationally_related_form	07437575
00053889	_hypernym	00146138
00053913	_derivationally_related_form	00173338
00053913	_derivationally_related_form	00495998
00053913	_derivationally_related_form	00799383
00053913	_derivationally_related_form	01511380
00053913	_derivationally_related_form	01994442
00053913	_derivationally_related_form	02428487
00054059	_derivationally_related_form	07437372
00054059	_hypernym	00052548
00054285	_hypernym	00146138
00054628	_derivationally_related_form	00849982
00054628	_derivationally_related_form	01323355
00054628	_derivationally_related_form	07324380
00054628	_derivationally_related_form	08368907
00054628	_derivationally_related_form	10080869
00054628	_derivationally_related_form	10102800
00054628	_derivationally_related_form	10332385
00054628	_hypernym	01617192
00054821	_hypernym	00053913
00055010	_derivationally_related_form	05404336
00055010	_derivationally_related_form	13471815
00055142	_derivationally_related_form	00849523
00055142	_derivationally_related_form	00849982
00055142	_derivationally_related_form	13550318
00055142	_hypernym	01617192
00055142	_synset_domain_topic_of	06037666
00055315	_derivationally_related_form	00614057
00055315	_derivationally_related_form	02584097
00055315	_hypernym	00053913
00055539	_derivationally_related_form	00849982
00055539	_derivationally_related_form	05171045
00055539	_hypernym	00055142
00055539	_synset_domain_topic_of	06037666
00055539	_synset_domain_topic_of	08441203
00055633	_derivationally_related_form	02073714
00055633	_hypernym	00055315
00055793	_hypernym	00055315
00055793	_synset_domain_topic_of	08199025
00055871	_derivationally_related_form	00849982
00055871	_synset_domain_topic_of	00017222
00056188	_derivationally_related_form	13134947
00056188	_derivationally_related_form	13485408
00056188	_hypernym	00055142
00056334	_derivationally_related_form	00849523
00056334	_derivationally_related_form	00849982
00056334	_derivationally_related_form	08101410
00056334	_hypernym	00055142
00056688	_derivationally_related_form	01994442
00056688	_synset_domain_topic_of	08199025
00056912	_hypernym	00053913
00056912	_synset_domain_topic_of	08199025
00056930	_derivationally_related_form	00042541
00056930	_derivationally_related_form	07320302
00056930	_derivationally_related_form	13532886
00056930	_derivationally_related_form	15142167
00056930	_hypernym	01752495
00056930	_verb_group	00059019
00057162	_hypernym	01076046
00057162	_synset_domain_topic_of	08199025
00057306	_derivationally_related_form	01904120
00057306	_derivationally_related_form	02015168
00057306	_hypernym	00056912
00057306	_synset_domain_topic_of	08199025
00057486	_derivationally_related_form	00570694
00057486	_derivationally_related_form	01113806
00057486	_derivationally_related_form	01994442
00057506	_derivationally_related_form	14048441
00057506	_hypernym	02108377
00057665	_derivationally_related_form	10734394
00057665	_hypernym	00056930
00057748	_hypernym	00052334
00057748	_hypernym	00952963
00057748	_synset_domain_topic_of	08199025
00057895	_derivationally_related_form	02376542
00057895	_hypernym	00056930
00058002	_derivationally_related_form	01979241
00058002	_hypernym	00052334
00058014	_hypernym	00056930
00058135	_hypernym	00056930
00058265	_derivationally_related_form	02412440
00058265	_derivationally_related_form	07667151
00058265	_hypernym	00056930
00058337	_derivationally_related_form	01979462
00058337	_hypernym	00042757
00058401	_hypernym	00056930
00058516	_hypernym	00056930
00058519	_hypernym	00042757
00058645	_derivationally_related_form	02395406
00058645	_derivationally_related_form	13479034
00058743	_derivationally_related_form	02074677
00058743	_derivationally_related_form	02075462
00058743	_hypernym	00046177
00058794	_hypernym	00056930
00058897	_hypernym	00056930
00059019	_derivationally_related_form	07510923
00059019	_derivationally_related_form	14046202
00059019	_derivationally_related_form	15226214
00059019	_hypernym	00056930
00059019	_verb_group	00056930
00059019	_verb_group	00059376
00059127	_derivationally_related_form	02074377
00059127	_hypernym	00058743
00059376	_derivationally_related_form	01888295
00059376	_derivationally_related_form	02074377
00059376	_derivationally_related_form	14486122
00059376	_hypernym	00720063
00059376	_verb_group	00059019
00059552	_hypernym	00059127
00059728	_hypernym	00059552
00059728	_synset_domain_topic_of	00445802
00059899	_derivationally_related_form	00230324
00059899	_hypernym	00104868
00059989	_derivationally_related_form	02073233
00059989	_hypernym	00058743
00060063	_hypernym	00358431
00060185	_derivationally_related_form	03567066
00060185	_derivationally_related_form	07990824
00060185	_derivationally_related_form	13441812
00060185	_derivationally_related_form	13491464
